DATE,BTC_USD,USD_NOK,BTC_NOK,SOURCE
2012-06-12,5.70003,6.0411,35.295313,MtGox
2012-06-13,5.929,5.9929,36.420202,MtGox
2012-06-14,5.9541,5.9812,36.502979,MtGox
2012-06-15,6.5,5.9733,39.797111,MtGox
2012-06-16,6.4,5.9733,39.184848,MtGox
2012-06-17,6.16382,5.9733,37.738805,MtGox
2012-06-18,6.30998,5.9645,38.576773,MtGox
2012-06-19,6.49876,5.9569,39.680275,MtGox
2012-06-20,6.67,5.9084,40.394254,MtGox
2012-06-21,6.68008,5.9163,40.509391,MtGox
2012-06-22,6.54781,5.9706,40.071713,MtGox
2012-06-23,6.4285,5.9706,39.341552,MtGox
2012-06-24,6.35002,5.9706,38.861265,MtGox
2012-06-25,6.30482,6.0042,38.801785,MtGox
2012-06-26,6.4195,6.0116,39.556253,MtGox
2012-06-27,6.647,6.029,41.076632,MtGox
2012-06-28,6.60588,6.0771,41.148208,MtGox
2012-06-29,6.65,5.9833,40.783669,MtGox
2012-06-30,6.68999,5.9833,41.028923,MtGox
2012-07-01,6.62898,5.9833,40.654755,MtGox
2012-07-02,6.75999,5.9759,41.40695,MtGox
2012-07-03,6.44993,5.9797,39.532863,MtGox
2012-07-04,6.5101,5.9845,39.933686,MtGox
2012-07-05,6.67,6.0164,41.132623,MtGox
2012-07-06,6.64811,6.075,41.39695,MtGox
2012-07-07,6.76207,6.075,42.106565,MtGox
2012-07-08,6.79898,6.075,42.336399,MtGox
2012-07-09,7.0215,6.0982,43.888974,MtGox
2012-07-10,7.1999,6.094,44.973095,MtGox
2012-07-11,7.15,6.0967,44.68119,MtGox
2012-07-12,7.76437,6.1348,48.823679,MtGox
2012-07-13,7.6651,6.1067,47.978678,MtGox
2012-07-14,7.5421,6.1067,47.208776,MtGox
2012-07-15,7.62101,6.1067,47.702702,MtGox
2012-07-16,8.4996,6.1201,53.318862,MtGox
2012-07-17,8.80001,6.0866,54.901194,MtGox
2012-07-18,9.10977,6.1162,57.110105,MtGox
2012-07-19,8.86999,6.0857,55.329601,MtGox
2012-07-20,8.52,6.0844,53.135065,MtGox
2012-07-21,8.84553,6.0844,55.165236,MtGox
2012-07-22,8.4096,6.0844,52.446554,MtGox
2012-07-23,8.44565,6.0975,52.784785,MtGox
2012-07-24,8.6,6.0981,53.754751,MtGox
2012-07-25,8.8,6.0734,54.782068,MtGox
2012-07-26,8.9,6.0351,55.0552,MtGox
2012-07-27,8.9,6.0672,55.348032,MtGox
2012-07-28,8.8881,6.0672,55.274027,MtGox
2012-07-29,8.71027,6.0672,54.168124,MtGox
2012-07-30,9.098,6.0608,56.519687,MtGox
2012-07-31,9.35,6.0416,57.901184,MtGox
2012-08-01,9.5503,6.005,58.78329,MtGox
2012-08-02,10.53,5.9975,64.732517,MtGox
2012-08-03,10.97,6.0188,67.676892,MtGox
2012-08-04,10.98398,6.0188,67.763138,MtGox
2012-08-05,10.86998,6.0188,67.059842,MtGox
2012-08-06,10.85517,5.9734,66.463329,MtGox
2012-08-07,11.1,5.9163,67.312703,MtGox
2012-08-08,11.0553,5.9209,67.093759,MtGox
2012-08-09,11.0611,5.9308,67.241201,MtGox
2012-08-10,11.38637,5.9289,69.196365,MtGox
2012-08-11,11.5102,5.9289,69.948895,MtGox
2012-08-12,11.62399,5.9289,70.640411,MtGox
2012-08-13,12.03749,5.9215,73.061997,MtGox
2012-08-14,12.19,5.9108,73.853968,MtGox
2012-08-15,13.25,5.9429,80.712011,MtGox
2012-08-16,13.5,5.9752,82.68183,MtGox
2012-08-17,11.5836,5.9411,70.539809,MtGox
2012-08-18,11.61,5.9411,70.700575,MtGox
2012-08-19,8.0,5.9411,48.71702,MtGox
2012-08-20,10.1,5.9455,61.550789,MtGox
2012-08-21,9.91502,5.8927,59.886894,MtGox
2012-08-22,9.80679,5.9062,59.368885,MtGox
2012-08-23,10.09997,5.8485,60.546416,MtGox
2012-08-24,10.6,5.8383,63.43313,MtGox
2012-08-25,10.5239,5.8383,62.977728,MtGox
2012-08-26,10.61,5.8383,63.492972,MtGox
2012-08-27,10.95,5.822,65.344672,MtGox
2012-08-28,10.94,5.8097,65.147071,MtGox
2012-08-29,10.9169,5.829,65.225475,MtGox
2012-08-30,10.77699,5.8016,64.08688,MtGox
2012-08-31,10.16,5.7827,60.221038,MtGox
2012-09-01,9.96544,5.7827,59.067829,MtGox
2012-09-02,10.2041,5.7827,60.48243,MtGox
2012-09-03,10.53,5.8096,62.704465,MtGox
2012-09-04,10.38471,5.7946,61.679622,MtGox
2012-09-05,10.99971,5.8093,65.498131,MtGox
2012-09-06,11.181,5.8336,66.856119,MtGox
2012-09-07,11.0,5.8028,65.42657,MtGox
2012-09-08,11.037,5.8028,65.646641,MtGox
2012-09-09,11.02,5.8028,65.545527,MtGox
2012-09-10,11.17,5.7843,66.225897,MtGox
2012-09-11,11.33081,5.7785,67.111963,MtGox
2012-09-12,11.36489,5.7436,66.907267,MtGox
2012-09-13,11.399,5.7467,67.144299,MtGox
2012-09-14,11.67,5.6728,67.856615,MtGox
2012-09-15,11.75,5.6728,68.321785,MtGox
2012-09-16,11.87,5.6728,69.019539,MtGox
2012-09-17,11.89,5.7103,69.592854,MtGox
2012-09-18,12.25,5.7189,71.807938,MtGox
2012-09-19,12.5725,5.7157,73.657154,MtGox
2012-09-20,12.28253,5.7372,72.229014,MtGox
2012-09-21,12.368,5.7141,72.438789,MtGox
2012-09-22,12.23781,5.7141,71.676272,MtGox
2012-09-23,12.19331,5.7141,71.415637,MtGox
2012-09-24,12.1,5.758,71.413595,MtGox
2012-09-25,12.197,5.7222,71.538515,MtGox
2012-09-26,12.27,5.7633,72.483583,MtGox
2012-09-27,12.30889,5.7325,72.32473,MtGox
2012-09-28,12.39101,5.6995,72.388126,MtGox
2012-09-29,12.36309,5.6995,72.225017,MtGox
2012-09-30,12.4,5.6995,72.440645,MtGox
2012-10-01,12.4,5.7296,72.823216,MtGox
2012-10-02,12.84,5.7022,75.046654,MtGox
2012-10-03,12.89,5.7436,75.885879,MtGox
2012-10-04,12.85,5.7359,75.548973,MtGox
2012-10-05,12.688,5.6864,73.952769,MtGox
2012-10-06,12.505,5.6864,72.886143,MtGox
2012-10-07,11.80001,5.6864,68.777066,MtGox
2012-10-08,11.77809,5.7123,68.961983,MtGox
2012-10-09,11.895,5.7168,69.701369,MtGox
2012-10-10,12.12,5.7402,71.310505,MtGox
2012-10-11,12.03,5.7149,70.469003,MtGox
2012-10-12,12.0,5.7059,70.18257,MtGox
2012-10-13,11.86101,5.7059,69.36968,MtGox
2012-10-14,11.7389,5.7059,68.655514,MtGox
2012-10-15,11.83807,5.7127,69.318026,MtGox
2012-10-16,11.8499,5.6653,68.811569,MtGox
2012-10-17,11.81,5.6372,68.239715,MtGox
2012-10-18,11.93977,5.6236,68.823103,MtGox
2012-10-19,11.74012,5.6647,68.166864,MtGox
2012-10-20,11.73991,5.6647,68.165645,MtGox
2012-10-21,11.63107,5.6647,67.533685,MtGox
2012-10-22,11.71012,5.6545,67.870245,MtGox
2012-10-23,11.65,5.7032,68.103337,MtGox
2012-10-24,11.64999,5.7449,68.601228,MtGox
2012-10-25,10.86158,5.7427,63.934165,MtGox
2012-10-26,10.17061,5.7852,60.309988,MtGox
2012-10-27,10.26051,5.7852,60.84308,MtGox
2012-10-28,10.69998,5.7852,63.449062,MtGox
2012-10-29,10.59999,5.7776,62.773565,MtGox
2012-10-30,10.88753,5.7383,64.037811,MtGox
2012-10-31,11.201,5.6842,65.260442,MtGox
2012-11-01,10.57,5.6805,61.543957,MtGox
2012-11-02,10.46877,5.7047,61.214222,MtGox
2012-11-03,10.6425,5.7047,62.230076,MtGox
2012-11-04,10.80011,5.7047,63.151672,MtGox
2012-11-05,10.748,5.7467,63.30967,MtGox
2012-11-06,10.89899,5.7203,63.90413,MtGox
2012-11-07,10.92,5.7426,64.276922,MtGox
2012-11-08,10.925,5.7334,64.20333,MtGox
2012-11-09,10.815,5.7519,63.761968,MtGox
2012-11-10,10.88999,5.7519,64.204087,MtGox
2012-11-11,10.8687,5.7519,64.078567,MtGox
2012-11-12,11.00801,5.7346,64.704697,MtGox
2012-11-13,10.9512,5.7703,64.771502,MtGox
2012-11-14,10.95,5.7536,64.576968,MtGox
2012-11-15,11.19771,5.7694,66.21917,MtGox
2012-11-16,11.74889,5.7823,69.633997,MtGox
2012-11-17,11.78889,5.7823,69.871071,MtGox
2012-11-18,11.65152,5.7823,69.056899,MtGox
2012-11-19,11.7999,5.7761,69.861337,MtGox
2012-11-20,11.73281,5.7264,68.866432,MtGox
2012-11-21,11.76999,5.7212,69.021928,MtGox
2012-11-22,12.42191,5.6814,72.338185,MtGox
2012-11-23,12.34501,5.6774,71.839749,MtGox
2012-11-24,12.41153,5.6774,72.226851,MtGox
2012-11-25,12.4821,5.6774,72.637521,MtGox
2012-11-26,12.24546,5.6595,71.03576,MtGox
2012-11-27,12.2,5.6766,70.985883,MtGox
2012-11-28,12.34769,5.6951,72.079363,MtGox
2012-11-29,12.45,5.6565,72.184011,MtGox
2012-11-30,12.565,5.68,73.15343,MtGox
2012-12-01,12.56201,5.68,73.136022,MtGox
2012-12-02,12.50004,5.68,72.775233,MtGox
2012-12-03,12.67899,5.6284,73.146488,MtGox
2012-12-04,13.41,5.6114,77.130096,MtGox
2012-12-05,13.38,5.6303,77.216749,MtGox
2012-12-06,13.29899,5.612,76.49978,MtGox
2012-12-07,13.4999,5.6804,78.601953,MtGox
2012-12-08,13.42007,5.6804,78.13715,MtGox
2012-12-09,13.388,5.6804,77.950425,MtGox
2012-12-10,13.43335,5.6651,78.003803,MtGox
2012-12-11,13.55703,5.6473,78.474631,MtGox
2012-12-12,13.6989,5.6208,78.923747,MtGox
2012-12-13,13.7001,5.6072,78.739681,MtGox
2012-12-14,13.60004,5.6353,78.556313,MtGox
2012-12-15,13.49011,5.6353,77.921337,MtGox
2012-12-16,13.30002,5.6353,76.823343,MtGox
2012-12-17,13.25005,5.6007,76.064794,MtGox
2012-12-18,13.29899,5.604,76.390728,MtGox
2012-12-19,13.599,5.5447,77.287435,MtGox
2012-12-20,13.52463,5.5598,77.074094,MtGox
2012-12-21,13.49998,5.5383,76.636113,MtGox
2012-12-22,13.37136,5.5383,75.905968,MtGox
2012-12-23,13.31202,5.5383,75.569109,MtGox
2012-12-24,13.38001,5.5383,75.955072,MtGox
2012-12-25,13.35001,5.5383,75.784769,MtGox
2012-12-26,13.46786,5.5383,76.453775,MtGox
2012-12-27,13.42174,5.5601,76.491872,MtGox
2012-12-28,13.42119,5.5659,76.568526,MtGox
2012-12-29,13.4,5.5659,76.447636,MtGox
2012-12-30,13.45001,5.5659,76.732946,MtGox
2012-12-31,13.51001,5.5664,77.082173,MtGox
2013-01-01,13.30413,5.5664,75.907512,MtGox
2013-01-02,13.27999,5.5176,75.105515,MtGox
2013-01-03,13.39786,5.5652,76.425815,MtGox
2013-01-04,13.5,5.6094,77.620072,MtGox
2013-01-05,13.44,5.6094,77.275094,MtGox
2013-01-06,13.45395,5.6094,77.355302,MtGox
2013-01-07,13.58755,5.6032,78.037104,MtGox
2013-01-08,13.74275,5.598,78.855212,MtGox
2013-01-09,13.77001,5.6104,79.186646,MtGox
2013-01-10,14.13999,5.5655,80.663517,MtGox
2013-01-11,14.13701,5.5364,80.224846,MtGox
2013-01-12,14.23699,5.5364,80.792213,MtGox
2013-01-13,14.11601,5.5364,80.105675,MtGox
2013-01-14,14.30002,5.5187,80.890458,MtGox
2013-01-15,14.25003,5.5523,81.098453,MtGox
2013-01-16,14.73,5.5886,84.37808,MtGox
2013-01-17,15.50001,5.5397,88.012041,MtGox
2013-01-18,15.70499,5.5989,90.128935,MtGox
2013-01-19,15.615,5.5989,89.612494,MtGox
2013-01-20,15.7,5.5989,90.100298,MtGox
2013-01-21,16.8,5.5873,96.213306,MtGox
2013-01-22,17.26142,5.5883,98.873543,MtGox
2013-01-23,17.50004,5.5525,99.598196,MtGox
2013-01-24,16.89596,5.5536,96.179239,MtGox
2013-01-25,17.40001,5.5119,98.304793,MtGox
2013-01-26,17.88,5.5119,101.016591,MtGox
2013-01-27,17.81821,5.5119,100.667496,MtGox
2013-01-28,18.72101,5.5356,106.222824,MtGox
2013-01-29,19.52538,5.517,110.414559,MtGox
2013-01-30,19.70001,5.4907,110.871016,MtGox
2013-01-31,20.41001,5.4871,114.79156,MtGox
2013-02-01,20.49897,5.4438,114.3821,MtGox
2013-02-02,19.63001,5.4438,109.533395,MtGox
2013-02-03,20.59,5.4438,114.890038,MtGox
2013-02-04,20.43005,5.4807,114.770249,MtGox
2013-02-05,20.60001,5.4768,115.642688,MtGox
2013-02-06,21.18,5.4916,119.21989,MtGox
2013-02-07,22.15,5.4887,124.614073,MtGox
2013-02-08,22.66,5.5264,128.35893,MtGox
2013-02-09,23.65,5.5264,133.966844,MtGox
2013-02-10,23.96975,5.5264,135.778087,MtGox
2013-02-11,24.65,5.5108,139.23725,MtGox
2013-02-12,25.16975,5.4971,141.819649,MtGox
2013-02-13,24.2,5.4681,135.63622,MtGox
2013-02-14,27.2205,5.523,154.097292,MtGox
2013-02-15,27.1,5.5493,154.145681,MtGox
2013-02-16,27.21584,5.5493,154.804582,MtGox
2013-02-17,26.8146,5.5493,152.522316,MtGox
2013-02-18,26.95,5.5475,153.242753,MtGox
2013-02-19,29.41759,5.5562,167.536264,MtGox
2013-02-20,29.64501,5.5396,168.327035,MtGox
2013-02-21,29.74768,5.6693,172.864735,MtGox
2013-02-22,30.24539,5.6628,175.555434,MtGox
2013-02-23,29.79999,5.6628,172.970168,MtGox
2013-02-24,29.88999,5.6628,173.492561,MtGox
2013-02-25,30.39999,5.613,174.901022,MtGox
2013-02-26,31.1,5.7043,181.838823,MtGox
2013-02-27,30.9012,5.7013,180.581437,MtGox
2013-02-28,33.38,5.7026,195.111608,MtGox
2013-03-01,34.5,5.7581,203.620811,MtGox
2013-03-02,34.25,5.7581,202.145298,MtGox
2013-03-03,34.49999,5.7581,203.620752,MtGox
2013-03-04,36.152,5.7242,212.11481,MtGox
2013-03-05,40.33,5.7081,235.962865,MtGox
2013-03-06,41.0201,5.6962,239.500161,MtGox
2013-03-07,41.99999,5.7006,245.410772,MtGox
2013-03-08,44.17999,5.6864,257.505723,MtGox
2013-03-09,46.85,5.6864,273.068036,MtGox
2013-03-10,46.0,5.6864,268.11376,MtGox
2013-03-11,48.39999,5.7246,283.997347,MtGox
2013-03-12,44.28994,5.7041,258.950103,MtGox
2013-03-13,46.92002,5.7338,275.755761,MtGox
2013-03-14,47.1696,5.8221,281.491781,MtGox
2013-03-15,46.95,5.7562,277.00993,MtGox
2013-03-16,47.00019,5.7562,277.306056,MtGox
2013-03-17,47.4,5.7562,279.664977,MtGox
2013-03-18,51.60001,5.8021,306.873128,MtGox
2013-03-19,59.14001,5.81,352.193545,MtGox
2013-03-20,64.4888,5.8285,385.269795,MtGox
2013-03-21,70.85,5.8466,424.5874,MtGox
2013-03-22,69.86501,5.8229,416.987391,MtGox
2013-03-23,64.35,5.8229,384.071205,MtGox
2013-03-24,71.5,5.8229,426.745784,MtGox
2013-03-25,73.6,5.8315,439.92836,MtGox
2013-03-26,78.5,5.8296,469.06419,MtGox
2013-03-27,88.92,5.8256,530.962661,MtGox
2013-03-28,86.18,5.8256,514.601463,MtGox
2013-03-29,90.5,5.8256,540.39722,MtGox
2013-03-30,92.19003,5.8256,550.488795,MtGox
2013-03-31,93.03001,5.8256,555.504517,MtGox
2013-04-01,104.0,5.8256,621.00896,MtGox
2013-04-02,117.98,5.8154,703.253414,MtGox
2013-04-03,135.0,5.8049,803.253038,MtGox
2013-04-04,132.12001,5.8114,786.997282,MtGox
2013-04-05,142.32356,5.7536,839.344656,MtGox
2013-04-06,142.63112,5.7536,841.158472,MtGox
2013-04-07,162.30102,5.7536,957.160527,MtGox
2013-04-08,187.5,5.7237,1100.023594,MtGox
2013-04-09,230.0,5.7408,1353.3936,MtGox
2013-04-10,165.0,5.7359,970.084087,MtGox
2013-04-11,124.9,5.6994,729.651436,MtGox
2013-04-12,117.0,5.7325,687.470062,MtGox
2013-04-13,93.0,5.7325,546.450562,MtGox
2013-04-14,89.99999,5.7325,528.823066,MtGox
2013-04-15,82.38601,5.7339,484.202971,MtGox
2013-04-16,68.35568,5.7293,401.420952,MtGox
2013-04-17,93.07,5.7544,548.951058,MtGox
2013-04-18,109.01,5.816,649.852214,MtGox
2013-04-19,118.48,5.7922,703.416352,MtGox
2013-04-20,126.61552,5.7922,751.716975,MtGox
2013-04-21,119.2,5.7922,707.690996,MtGox
2013-04-22,127.39999,5.8365,762.159293,MtGox
2013-04-23,143.475,5.9103,869.1798,MtGox
2013-04-24,154.2,5.9034,933.061887,MtGox
2013-04-25,141.71002,5.8513,849.917536,MtGox
2013-04-26,136.90001,5.8631,822.72491,MtGox
2013-04-27,128.00011,5.8631,769.239381,MtGox
2013-04-28,134.44444,5.8631,807.967726,MtGox
2013-04-29,143.99991,5.8026,856.463225,MtGox
2013-04-30,139.2269,5.8197,830.51526,MtGox
2013-05-01,116.37999,5.8197,694.229043,MtGox
2013-05-02,106.25,5.7513,626.352516,MtGox
2013-05-03,98.1,5.8011,583.315108,MtGox
2013-05-04,112.9,5.8011,671.317795,MtGox
2013-05-05,115.98,5.8011,689.631867,MtGox
2013-05-06,112.25,5.8167,669.247689,MtGox
2013-05-07,109.60013,5.8286,654.785701,MtGox
2013-05-08,113.2,5.7792,670.560576,MtGox
2013-05-09,112.799,5.7792,668.18518,MtGox
2013-05-10,117.7,5.7946,699.07503,MtGox
2013-05-11,115.64,5.7946,686.839733,MtGox
2013-05-12,114.82002,5.7946,681.96949,MtGox
2013-05-13,117.97968,5.8067,702.199423,MtGox
2013-05-14,111.4,5.8107,663.49478,MtGox
2013-05-15,114.22,5.8625,686.355119,MtGox
2013-05-16,118.21,5.8464,708.380518,MtGox
2013-05-17,123.49997,5.8464,740.08098,MtGox
2013-05-18,123.211,5.8464,738.34931,MtGox
2013-05-19,122.5,5.8464,734.0886,MtGox
2013-05-20,122.02,5.8464,731.212171,MtGox
2013-05-21,122.89001,5.8344,734.914211,MtGox
2013-05-22,123.8,5.7765,733.008968,MtGox
2013-05-23,126.3,5.8457,756.769708,MtGox
2013-05-24,133.1,5.8185,793.803409,MtGox
2013-05-25,131.986,5.8185,787.159555,MtGox
2013-05-26,133.5,5.8185,796.188994,MtGox
2013-05-27,129.76999,5.8335,775.938568,MtGox
2013-05-28,128.99996,5.8378,771.902866,MtGox
2013-05-29,132.25,5.8678,795.416964,MtGox
2013-05-30,128.79901,5.8861,777.076949,MtGox
2013-05-31,128.81505,5.8542,772.961792,MtGox
2013-06-01,129.3,5.8542,775.871761,MtGox
2013-06-02,122.5,5.8542,735.067988,MtGox
2013-06-03,120.73716,5.8403,722.769766,MtGox
2013-06-04,121.39997,5.8032,722.121014,MtGox
2013-06-05,121.90001,5.82,727.19451,MtGox
2013-06-06,118.9699,5.7791,704.727423,MtGox
2013-06-07,111.0,5.7545,654.718238,MtGox
2013-06-08,107.89242,5.7545,636.388604,MtGox
2013-06-09,100.43743,5.7545,592.416371,MtGox
2013-06-10,106.35001,5.7627,628.184783,MtGox
2013-06-11,109.0,5.7907,646.965958,MtGox
2013-06-12,108.77592,5.7731,643.67362,MtGox
2013-06-13,103.949,5.7657,614.322218,MtGox
2013-06-14,100.0,5.7434,588.6985,MtGox
2013-06-15,99.8,5.7434,587.521103,MtGox
2013-06-16,99.9,5.7434,588.109802,MtGox
2013-06-17,101.95,5.7243,598.182195,MtGox
2013-06-18,107.34998,5.7526,632.980032,MtGox
2013-06-19,108.251,5.7262,635.363548,MtGox
2013-06-20,111.29,5.947,678.387671,MtGox
2013-06-21,109.5,6.0008,673.51479,MtGox
2013-06-22,108.2,6.0008,665.518724,MtGox
2013-06-23,107.90001,6.0008,663.67354,MtGox
2013-06-24,102.09,6.144,642.921984,MtGox
2013-06-25,103.32933,6.0758,643.503552,MtGox
2013-06-26,104.0,6.1018,650.45188,MtGox
2013-06-27,101.73678,6.0474,630.624078,MtGox
2013-06-28,94.66,6.0279,584.866039,MtGox
2013-06-29,94.999,6.0279,586.960584,MtGox
2013-06-30,97.51,6.0279,602.475042,MtGox
2013-07-01,88.05,6.0585,546.787198,MtGox
2013-07-02,90.40502,6.0844,563.811811,MtGox
2013-07-03,78.89,6.1235,495.159988,MtGox
2013-07-04,80.03565,6.1114,501.358118,MtGox
2013-07-05,68.50001,6.1729,433.414805,MtGox
2013-07-06,69.655,6.1729,440.722683,MtGox
2013-07-07,76.5,6.1729,484.032521,MtGox
2013-07-08,76.00003,6.1984,482.855551,MtGox
2013-07-09,76.7,6.1445,483.065229,MtGox
2013-07-10,88.0,6.1305,552.9711,MtGox
2013-07-11,88.97901,6.0787,554.398626,MtGox
2013-07-12,93.98994,6.071,584.878249,MtGox
2013-07-13,98.32,6.071,611.823238,MtGox
2013-07-14,94.41986,6.071,587.553544,MtGox
2013-07-15,98.89028,6.0951,617.814799,MtGox
2013-07-16,97.1,6.0173,598.886826,MtGox
2013-07-17,98.50001,5.9969,605.462078,MtGox
2013-07-18,90.06889,5.9982,553.757496,MtGox
2013-07-19,92.0,5.9864,564.51752,MtGox
2013-07-20,89.82138,5.9864,551.149377,MtGox
2013-07-21,91.998,5.9864,564.505248,MtGox
2013-07-22,91.601,5.9418,557.881692,MtGox
2013-07-23,95.55851,5.9302,580.848103,MtGox
2013-07-24,95.08999,5.8769,572.805221,MtGox
2013-07-25,96.95,5.9275,589.037903,MtGox
2013-07-26,96.02015,5.9306,583.693529,MtGox
2013-07-27,94.4,5.9306,573.844856,MtGox
2013-07-28,98.78002,5.9306,600.470406,MtGox
2013-07-29,101.484,5.9235,616.168986,MtGox
2013-07-30,107.96,5.9259,655.754168,MtGox
2013-07-31,106.21188,5.925,645.038024,MtGox
2013-08-01,104.0,5.9191,630.97606,MtGox
2013-08-02,104.50102,5.9574,638.118236,MtGox
2013-08-03,104.95,5.9574,640.859858,MtGox
2013-08-04,105.12,5.9574,641.897935,MtGox
2013-08-05,106.72001,5.9252,648.145838,MtGox
2013-08-06,106.55641,5.9194,646.518764,MtGox
2013-08-07,105.98993,5.9372,645.015498,MtGox
2013-08-08,103.05,5.9012,623.321626,MtGox
2013-08-09,102.8,5.8454,615.929798,MtGox
2013-08-10,102.99999,5.8454,617.128045,MtGox
2013-08-11,105.0,5.8454,629.111175,MtGox
2013-08-12,106.81349,5.8799,643.753956,MtGox
2013-08-13,109.6,5.8661,658.997674,MtGox
2013-08-14,112.56205,5.8997,680.684385,MtGox
2013-08-15,109.99497,5.8987,665.048013,MtGox
2013-08-16,108.99438,5.9232,661.735399,MtGox
2013-08-17,112.75,5.9232,684.53682,MtGox
2013-08-18,113.38,5.9232,688.361726,MtGox
2013-08-19,118.50203,5.9233,719.471151,MtGox
2013-08-20,121.20001,5.9633,740.82082,MtGox
2013-08-21,123.30002,6.0173,760.481541,MtGox
2013-08-22,121.99994,6.0966,762.379455,MtGox
2013-08-23,118.51002,6.0607,736.21002,MtGox
2013-08-24,119.60255,6.0607,742.997054,MtGox
2013-08-25,122.11102,6.0607,758.580215,MtGox
2013-08-26,120.07,6.0497,744.547166,MtGox
2013-08-27,131.295,6.0196,810.101967,MtGox
2013-08-28,128.76,6.0381,796.9024,MtGox
2013-08-29,129.30034,6.0674,804.129805,MtGox
2013-08-30,138.03002,6.113,864.87195,MtGox
2013-08-31,141.0,6.113,883.481325,MtGox
2013-09-01,146.01003,6.113,914.873296,MtGox
2013-09-02,144.0,6.0646,895.13496,MtGox
2013-09-03,144.0,6.0742,896.55192,MtGox
2013-09-04,132.51,6.0766,825.340523,MtGox
2013-09-05,130.20002,6.096,813.541805,MtGox
2013-09-06,121.9,6.1005,762.242224,MtGox
2013-09-07,128.99496,6.1005,806.607097,MtGox
2013-09-08,126.31501,6.1005,789.849336,MtGox
2013-09-09,133.1,6.08,829.4792,MtGox
2013-09-10,132.61636,5.9373,807.067692,MtGox
2013-09-11,142.1,5.9165,861.753016,MtGox
2013-09-12,139.35499,5.9108,844.291962,MtGox
2013-09-13,140.66,5.9191,853.395121,MtGox
2013-09-14,136.7149,5.9191,829.459894,MtGox
2013-09-15,138.3002,5.9191,839.078032,MtGox
2013-09-16,139.41938,5.9085,844.353392,MtGox
2013-09-17,139.15001,5.8891,839.955032,MtGox
2013-09-18,140.41238,5.9104,850.640664,MtGox
2013-09-19,135.05037,5.7896,801.434813,MtGox
2013-09-20,133.80726,5.9246,812.573355,MtGox
2013-09-21,134.38,5.9246,816.051442,MtGox
2013-09-22,134.00001,5.9246,813.743871,MtGox
2013-09-23,133.4,5.9009,806.859561,MtGox
2013-09-24,134.7788,5.9526,822.341392,MtGox
2013-09-25,135.0,6.0227,833.391112,MtGox
2013-09-26,137.10002,5.9727,839.328722,MtGox
2013-09-27,138.93,5.9858,852.397374,MtGox
2013-09-28,142.5,5.9858,874.300912,MtGox
2013-09-29,143.88402,5.9858,882.792491,MtGox
2013-09-30,141.8965,6.0081,873.841571,MtGox
2013-10-01,140.3,5.999,862.701192,MtGox
2013-10-02,123.0,6.017,758.593275,MtGox
2013-10-03,130.98925,5.9651,800.898075,MtGox
2013-10-04,136.82222,5.9696,837.193273,MtGox
2013-10-05,136.69511,5.9696,836.415507,MtGox
2013-10-06,137.8,5.9696,843.176152,MtGox
2013-10-07,135.80001,5.9881,833.513641,MtGox
2013-10-08,136.50002,5.9532,832.927217,MtGox
2013-10-09,139.5,6.0007,858.025091,MtGox
2013-10-10,140.41013,6.0523,871.049336,MtGox
2013-10-11,140.1,5.9918,860.437459,MtGox
2013-10-12,142.89995,5.9918,877.633618,MtGox
2013-10-13,147.53,5.9918,906.06951,MtGox
2013-10-14,151.38003,5.9957,930.319977,MtGox
2013-10-15,158.1,6.0165,974.988866,MtGox
2013-10-16,152.83,5.9999,939.888835,MtGox
2013-10-17,157.60001,5.9398,959.515353,MtGox
2013-10-18,168.3,5.9182,1020.933886,MtGox
2013-10-19,183.17999,5.9182,1111.198212,MtGox
2013-10-20,186.12,5.9182,1129.032769,MtGox
2013-10-21,192.795,5.9208,1170.038152,MtGox
2013-10-22,203.0,5.9481,1237.650908,MtGox
2013-10-23,228.0,5.9162,1382.61594,MtGox
2013-10-24,206.995,5.8827,1248.131724,MtGox
2013-10-25,197.90999,5.9062,1198.118383,MtGox
2013-10-26,188.56002,5.9062,1141.51502,MtGox
2013-10-27,207.0001,5.9062,1253.14859,MtGox
2013-10-28,206.9,5.8981,1250.824812,MtGox
2013-10-29,216.0,5.8974,1305.68436,MtGox
2013-10-30,208.0,5.8742,1252.37944,MtGox
2013-10-31,211.1714,5.9409,1285.911875,MtGox
2013-11-01,213.5,5.9578,1303.790057,MtGox
2013-11-02,211.70001,5.9578,1292.797978,MtGox
2013-11-03,224.01001,5.9578,1367.972009,MtGox
2013-11-04,238.19039,5.9355,1449.123536,MtGox
2013-11-05,251.3,5.9671,1537.020536,MtGox
2013-11-06,264.1,5.9558,1612.24995,MtGox
2013-11-07,309.659,5.9978,1903.704569,MtGox
2013-11-08,355.0,6.087,2214.907125,MtGox
2013-11-09,367.8,6.087,2294.768565,MtGox
2013-11-10,336.33101,6.087,2098.428029,MtGox
2013-11-11,363.0,6.127,2279.703525,MtGox
2013-11-12,380.1,6.1789,2407.314887,MtGox
2013-11-13,434.87999,6.2154,2770.526917,MtGox
2013-11-14,433.4,6.2005,2754.479117,MtGox
2013-11-15,434.0,6.1319,2727.775715,MtGox
2013-11-16,461.9999,6.1319,2903.760616,MtGox
2013-11-17,528.31991,6.1319,3320.594978,MtGox
2013-11-18,785.50007,6.1171,4925.10704,MtGox
