Date,BTC_USD,USD_NOK,BTC_NOK,BTC_NOK_with_fee
2012-03-21,4.81488,5.7546,27.707708,28.400401
2012-03-22,4.7043,5.7902,27.238838,27.919809
2012-03-23,4.68596,5.768,27.028617,27.704332
2012-03-24,4.676,5.768,26.971168,27.645447
2012-03-25,4.55001,5.768,26.244458,26.900569
2012-03-26,4.61911,5.7314,26.473967,27.135816
2012-03-27,4.81125,5.6784,27.320202,28.003207
2012-03-28,4.788,5.7067,27.32368,28.006772
2012-03-29,4.80838,5.7505,27.650589,28.341854
2012-03-30,4.86,5.6933,27.669438,28.361174
2012-03-31,4.90873,5.6933,27.946873,28.645545
2012-04-01,4.827,5.6933,27.481559,28.168598
2012-04-02,4.974,5.669,28.197606,28.902546
2012-04-03,4.952,5.6778,28.116466,28.819378
2012-04-04,4.91008,5.7409,28.188278,28.892985
2012-04-05,4.919,5.7409,28.239487,28.945474
2012-04-06,4.94991,5.7409,28.416938,29.127361
2012-04-07,4.68715,5.7409,26.908459,27.58117
2012-04-08,4.79252,5.7409,27.513378,28.201212
2012-04-09,4.87191,5.7409,27.969148,28.668377
2012-04-10,4.83668,5.7812,27.961814,28.660859
2012-04-11,4.9279,5.7909,28.536976,29.2504
2012-04-12,4.91968,5.7858,28.464285,29.175892
2012-04-13,4.93999,5.7796,28.551166,29.264945
2012-04-14,4.9597,5.7796,28.665082,29.381709
2012-04-15,4.96892,5.7796,28.71837,29.436329
2012-04-16,4.93201,5.7993,28.602206,29.317261
2012-04-17,4.97587,5.7474,28.598315,29.313273
2012-04-18,5.1178,5.7683,29.521006,30.259031
2012-04-19,5.13766,5.7684,29.636078,30.37698
2012-04-20,5.35,5.7209,30.606815,31.371985
2012-04-21,5.26008,5.7209,30.092392,30.844702
2012-04-22,5.20352,5.7209,29.768818,30.513038
2012-04-23,4.95999,5.7566,28.552678,29.266495
2012-04-24,5.09822,5.7416,29.27194,30.003738
2012-04-25,5.13182,5.7266,29.38788,30.122577
2012-04-26,5.09762,5.7333,29.226185,29.95684
2012-04-27,5.10947,5.7359,29.307409,30.040094
2012-04-28,4.9794,5.7359,28.56134,29.275373
2012-04-29,4.90441,5.7359,28.131205,28.834485
2012-04-30,4.9491,5.742,28.417732,29.128175
2012-05-01,5.0,5.742,28.71,29.42775
2012-05-02,5.07367,5.7517,29.182228,29.911784
2012-05-03,5.13438,5.746,29.502147,30.239701
2012-05-04,5.067,5.7577,29.174266,29.903623
2012-05-05,5.077,5.7577,29.231843,29.962639
2012-05-06,5.04991,5.7577,29.075867,29.802764
2012-05-07,5.06002,5.8033,29.364814,30.098934
2012-05-08,5.04997,5.8046,29.313056,30.045882
2012-05-09,5.0437,5.8402,29.456217,30.192622
2012-05-10,4.85,5.831,28.28035,28.987359
2012-05-11,4.96,5.8572,29.051712,29.778005
2012-05-12,4.94619,5.8572,28.970824,29.695095
2012-05-13,4.92996,5.8572,28.875762,29.597656
2012-05-14,5.00594,5.9018,29.544057,30.282658
2012-05-15,5.035,5.932,29.86762,30.61431
2012-05-16,5.0887,5.9829,30.445183,31.206313
2012-05-17,5.0998,5.9829,30.511593,31.274383
2012-05-18,5.11801,5.9724,30.566803,31.330973
2012-05-19,5.0995,5.9724,30.456254,31.21766
2012-05-20,5.09002,5.9724,30.399635,31.159626
2012-05-21,5.09977,5.9816,30.504784,31.267404
2012-05-22,5.09877,5.9301,30.236216,30.992121
2012-05-23,5.1397,5.9823,30.747227,31.515908
2012-05-24,5.11904,6.0014,30.721407,31.489442
2012-05-25,5.14546,6.0187,30.96898,31.743204
2012-05-26,5.10324,6.0187,30.714871,31.482743
2012-05-27,5.13896,6.0187,30.929859,31.703105
2012-05-28,5.1358,6.0187,30.910839,31.68361
2012-05-29,5.14997,6.0054,30.92763,31.700821
2012-05-30,5.135,6.0416,31.023616,31.799206
2012-05-31,5.18011,6.0659,31.422029,32.20758
2012-06-01,5.27481,6.1471,32.424785,33.235405
2012-06-02,5.24898,6.1471,32.266005,33.072655
2012-06-03,5.2051,6.1471,31.99627,32.796177
2012-06-04,5.26599,6.1132,32.19205,32.996851
2012-06-05,5.44001,6.1103,33.240093,34.071095
2012-06-06,5.46001,6.0925,33.265111,34.096739
2012-06-07,5.591,6.025,33.685775,34.527919
2012-06-08,5.633,6.0952,34.334262,35.192619
2012-06-09,5.55997,6.0952,33.889129,34.736357
2012-06-10,5.46829,6.0952,33.330321,34.163579
2012-06-11,5.57471,6.0236,33.579823,34.419319
2012-06-12,5.70003,6.0411,34.434451,35.295312
2012-06-13,5.929,5.9929,35.531904,36.420202
2012-06-14,5.9541,5.9812,35.612663,36.50298
2012-06-15,6.5,5.9733,38.82645,39.797111
2012-06-16,6.4,5.9733,38.22912,39.184848
2012-06-17,6.16382,5.9733,36.818346,37.738805
2012-06-18,6.30998,5.9645,37.635876,38.576773
2012-06-19,6.49876,5.9569,38.712463,39.680275
2012-06-20,6.67,5.9084,39.409028,40.394254
2012-06-21,6.68008,5.9163,39.521357,40.509391
2012-06-22,6.54781,5.9706,39.094354,40.071713
2012-06-23,6.4285,5.9706,38.382002,39.341552
2012-06-24,6.35002,5.9706,37.913429,38.861265
2012-06-25,6.30482,6.0042,37.8554,38.801785
2012-06-26,6.4195,6.0116,38.591466,39.556253
2012-06-27,6.647,6.029,40.074763,41.076632
2012-06-28,6.60588,6.0771,40.144593,41.148208
2012-06-29,6.65,5.9833,39.788945,40.783669
2012-06-30,6.68999,5.9833,40.028217,41.028922
2012-07-01,6.62898,5.9833,39.663176,40.654755
2012-07-02,6.75999,5.9759,40.397024,41.40695
2012-07-03,6.44993,5.9797,38.568646,39.532862
2012-07-04,6.5101,5.9845,38.959693,39.933685
2012-07-05,6.67,6.0164,40.129388,41.132623
2012-07-06,6.64811,6.075,40.387268,41.39695
2012-07-07,6.76207,6.075,41.079575,42.106564
2012-07-08,6.79898,6.075,41.303804,42.336399
2012-07-09,7.0215,6.0982,42.818511,43.888974
2012-07-10,7.1999,6.094,43.876191,44.973096
2012-07-11,7.15,6.0967,43.591405,44.68119
2012-07-12,7.76437,6.1348,47.632857,48.823678
2012-07-13,7.6651,6.1067,46.808466,47.978678
2012-07-14,7.5421,6.1067,46.057342,47.208776
2012-07-15,7.62101,6.1067,46.539222,47.702703
2012-07-16,8.4996,6.1201,52.018402,53.318862
2012-07-17,8.80001,6.0866,53.562141,54.901195
2012-07-18,9.10977,6.1162,55.717175,57.110104
2012-07-19,8.86999,6.0857,53.980098,55.3296
2012-07-20,8.52,6.0844,51.839088,53.135065
2012-07-21,8.84553,6.0844,53.819743,55.165237
2012-07-22,8.4096,6.0844,51.16737,52.446554
2012-07-23,8.44565,6.0975,51.497351,52.784785
2012-07-24,8.6,6.0981,52.44366,53.754752
2012-07-25,8.8,6.0734,53.44592,54.782068
2012-07-26,8.9,6.0351,53.71239,55.0552
2012-07-27,8.9,6.0672,53.99808,55.348032
2012-07-28,8.8881,6.0672,53.92588,55.274027
2012-07-29,8.71027,6.0672,52.84695,54.168124
2012-07-30,9.098,6.0608,55.141158,56.519687
2012-07-31,9.35,6.0416,56.48896,57.901184
2012-08-01,9.5503,6.005,57.349552,58.783291
2012-08-02,10.53,5.9975,63.153675,64.732517
2012-08-03,10.97,6.0188,66.026236,67.676892
2012-08-04,10.98398,6.0188,66.110379,67.763138
2012-08-05,10.86998,6.0188,65.424236,67.059842
2012-08-06,10.85517,5.9734,64.842272,66.463329
2012-08-07,11.1,5.9163,65.67093,67.312703
2012-08-08,11.0553,5.9209,65.457326,67.093759
2012-08-09,11.0611,5.9308,65.601172,67.241201
2012-08-10,11.38637,5.9289,67.508649,69.196365
2012-08-11,11.5102,5.9289,68.242825,69.948896
2012-08-12,11.62399,5.9289,68.917474,70.640411
2012-08-13,12.03749,5.9215,71.279997,73.061997
2012-08-14,12.19,5.9108,72.052652,73.853968
2012-08-15,13.25,5.9429,78.743425,80.712011
2012-08-16,13.5,5.9752,80.6652,82.68183
2012-08-17,11.5836,5.9411,68.819326,70.539809
2012-08-18,11.61,5.9411,68.976171,70.700575
2012-08-19,8.0,5.9411,47.5288,48.71702
2012-08-20,10.1,5.9455,60.04955,61.550789
2012-08-21,9.91502,5.8927,58.426238,59.886894
2012-08-22,9.80679,5.9062,57.920863,59.368885
2012-08-23,10.09997,5.8485,59.069675,60.546417
2012-08-24,10.6,5.8383,61.88598,63.43313
2012-08-25,10.5239,5.8383,61.441685,62.977727
2012-08-26,10.61,5.8383,61.944363,63.492972
2012-08-27,10.95,5.822,63.7509,65.344672
2012-08-28,10.94,5.8097,63.558118,65.147071
2012-08-29,10.9169,5.829,63.63461,65.225475
2012-08-30,10.77699,5.8016,62.523785,64.08688
2012-08-31,10.16,5.7827,58.752232,60.221038
2012-09-01,9.96544,5.7827,57.62715,59.067829
2012-09-02,10.2041,5.7827,59.007249,60.48243
2012-09-03,10.53,5.8096,61.175088,62.704465
2012-09-04,10.38471,5.7946,60.175241,61.679622
2012-09-05,10.99971,5.8093,63.900615,65.49813
2012-09-06,11.181,5.8336,65.225482,66.856119
2012-09-07,11.0,5.8028,63.8308,65.42657
2012-09-08,11.037,5.8028,64.045504,65.646642
2012-09-09,11.02,5.8028,63.946856,65.545527
2012-09-10,11.17,5.7843,64.610631,66.225897
2012-09-11,11.33081,5.7785,65.475086,67.111963
2012-09-12,11.36489,5.7436,65.275382,66.907267
2012-09-13,11.399,5.7467,65.506633,67.144299
2012-09-14,11.67,5.6728,66.201576,67.856615
2012-09-15,11.75,5.6728,66.6554,68.321785
2012-09-16,11.87,5.6728,67.336136,69.019539
2012-09-17,11.89,5.7103,67.895467,69.592854
2012-09-18,12.25,5.7189,70.056525,71.807938
2012-09-19,12.5725,5.7157,71.860638,73.657154
2012-09-20,12.28253,5.7372,70.467331,72.229014
2012-09-21,12.368,5.7141,70.671989,72.438789
2012-09-22,12.23781,5.7141,69.92807,71.676272
2012-09-23,12.19331,5.7141,69.673793,71.415638
2012-09-24,12.1,5.758,69.6718,71.413595
2012-09-25,12.197,5.7222,69.793673,71.538515
2012-09-26,12.27,5.7633,70.715691,72.483583
2012-09-27,12.30889,5.7325,70.560712,72.32473
2012-09-28,12.39101,5.6995,70.622561,72.388125
2012-09-29,12.36309,5.6995,70.463431,72.225017
2012-09-30,12.4,5.6995,70.6738,72.440645
2012-10-01,12.4,5.7296,71.04704,72.823216
2012-10-02,12.84,5.7022,73.216248,75.046654
2012-10-03,12.89,5.7436,74.035004,75.885879
2012-10-04,12.85,5.7359,73.706315,75.548973
2012-10-05,12.688,5.6864,72.149043,73.952769
2012-10-06,12.505,5.6864,71.108432,72.886143
2012-10-07,11.80001,5.6864,67.099577,68.777066
2012-10-08,11.77809,5.7123,67.279984,68.961984
2012-10-09,11.895,5.7168,68.001336,69.701369
2012-10-10,12.12,5.7402,69.571224,71.310505
2012-10-11,12.03,5.7149,68.750247,70.469003
2012-10-12,12.0,5.7059,68.4708,70.18257
2012-10-13,11.86101,5.7059,67.677737,69.36968
2012-10-14,11.7389,5.7059,66.98099,68.655515
2012-10-15,11.83807,5.7127,67.627342,69.318026
2012-10-16,11.8499,5.6653,67.133238,68.811569
2012-10-17,11.81,5.6372,66.575332,68.239715
2012-10-18,11.93977,5.6236,67.144491,68.823103
2012-10-19,11.74012,5.6647,66.504258,68.166864
2012-10-20,11.73991,5.6647,66.503068,68.165645
2012-10-21,11.63107,5.6647,65.886522,67.533685
2012-10-22,11.71012,5.6545,66.214874,67.870246
2012-10-23,11.65,5.7032,66.44228,68.103337
2012-10-24,11.64999,5.7449,66.928028,68.601229
2012-10-25,10.86158,5.7427,62.374795,63.934165
2012-10-26,10.17061,5.7852,58.839013,60.309988
2012-10-27,10.26051,5.7852,59.359102,60.84308
2012-10-28,10.69998,5.7852,61.901524,63.449062
2012-10-29,10.59999,5.7776,61.242502,62.773565
2012-10-30,10.88753,5.7383,62.475913,64.037811
2012-10-31,11.201,5.6842,63.668724,65.260442
2012-11-01,10.57,5.6805,60.042885,61.543957
2012-11-02,10.46877,5.7047,59.721192,61.214222
2012-11-03,10.6425,5.7047,60.71227,62.230077
2012-11-04,10.80011,5.7047,61.611388,63.151673
2012-11-05,10.748,5.7467,61.765532,63.30967
2012-11-06,10.89899,5.7203,62.345492,63.904129
2012-11-07,10.92,5.7426,62.709192,64.276922
2012-11-08,10.925,5.7334,62.637395,64.20333
2012-11-09,10.815,5.7519,62.206798,63.761968
2012-11-10,10.88999,5.7519,62.638133,64.204086
2012-11-11,10.8687,5.7519,62.515676,64.078568
2012-11-12,11.00801,5.7346,63.126534,64.704697
2012-11-13,10.9512,5.7703,63.191709,64.771502
2012-11-14,10.95,5.7536,63.00192,64.576968
2012-11-15,11.19771,5.7694,64.604068,66.21917
2012-11-16,11.74889,5.7823,67.935607,69.633997
2012-11-17,11.78889,5.7823,68.166899,69.871071
2012-11-18,11.65152,5.7823,67.372584,69.056899
2012-11-19,11.7999,5.7761,68.157402,69.861337
2012-11-20,11.73281,5.7264,67.186763,68.866432
2012-11-21,11.76999,5.7212,67.338467,69.021929
2012-11-22,12.42191,5.6814,70.573839,72.338185
2012-11-23,12.34501,5.6774,70.08756,71.839749
2012-11-24,12.41153,5.6774,70.46522,72.22685
2012-11-25,12.4821,5.6774,70.865875,72.637522
2012-11-26,12.24546,5.6595,69.303181,71.035761
2012-11-27,12.2,5.6766,69.25452,70.985883
2012-11-28,12.34769,5.6951,70.321329,72.079362
2012-11-29,12.45,5.6565,70.423425,72.184011
2012-11-30,12.565,5.68,71.3692,73.15343
2012-12-01,12.56201,5.68,71.352217,73.136022
2012-12-02,12.50004,5.68,71.000227,72.775233
2012-12-03,12.67899,5.6284,71.362427,73.146488
2012-12-04,13.41,5.6114,75.248874,77.130096
2012-12-05,13.38,5.6303,75.333414,77.216749
2012-12-06,13.29899,5.612,74.633932,76.49978
2012-12-07,13.4999,5.6804,76.684832,78.601953
2012-12-08,13.42007,5.6804,76.231366,78.13715
2012-12-09,13.388,5.6804,76.049195,77.950425
2012-12-10,13.43335,5.6651,76.101271,78.003803
2012-12-11,13.55703,5.6473,76.560616,78.474631
2012-12-12,13.6989,5.6208,76.998777,78.923746
2012-12-13,13.7001,5.6072,76.819201,78.739681
2012-12-14,13.60004,5.6353,76.640305,78.556313
2012-12-15,13.49011,5.6353,76.020817,77.921337
2012-12-16,13.30002,5.6353,74.949603,76.823343
2012-12-17,13.25005,5.6007,74.209555,76.064794
2012-12-18,13.29899,5.604,74.52754,76.390728
2012-12-19,13.599,5.5447,75.402375,77.287434
2012-12-20,13.52463,5.5598,75.194238,77.074094
2012-12-21,13.49998,5.5383,74.766939,76.636112
2012-12-22,13.37136,5.5383,74.054603,75.905968
2012-12-23,13.31202,5.5383,73.72596,75.569109
2012-12-24,13.38001,5.5383,74.102509,75.955072
2012-12-25,13.35001,5.5383,73.93636,75.784769
2012-12-26,13.46786,5.5383,74.589049,76.453775
2012-12-27,13.42174,5.5601,74.626217,76.491872
2012-12-28,13.42119,5.5659,74.701001,76.568526
2012-12-29,13.4,5.5659,74.58306,76.447636
2012-12-30,13.45001,5.5659,74.861411,76.732946
2012-12-31,13.51001,5.5664,75.20212,77.082173
2013-01-01,13.30413,5.5664,74.056109,75.907512
2013-01-02,13.27999,5.5176,73.273673,75.105515
2013-01-03,13.39786,5.5652,74.56177,76.425814
2013-01-04,13.5,5.6094,75.7269,77.620072
2013-01-05,13.44,5.6094,75.390336,77.275094
2013-01-06,13.45395,5.6094,75.468587,77.355302
2013-01-07,13.58755,5.6032,76.13376,78.037104
2013-01-08,13.74275,5.598,76.931914,78.855212
2013-01-09,13.77001,5.6104,77.255264,79.186646
2013-01-10,14.13999,5.5655,78.696114,80.663517
2013-01-11,14.13701,5.5364,78.268142,80.224846
2013-01-12,14.23699,5.5364,78.821671,80.792213
2013-01-13,14.11601,5.5364,78.151878,80.105675
2013-01-14,14.30002,5.5187,78.91752,80.890458
2013-01-15,14.25003,5.5523,79.120442,81.098453
2013-01-16,14.73,5.5886,82.320078,84.37808
2013-01-17,15.50001,5.5397,85.865405,88.01204
2013-01-18,15.70499,5.5989,87.930669,90.128936
2013-01-19,15.615,5.5989,87.426824,89.612495
2013-01-20,15.7,5.5989,87.90273,90.100298
2013-01-21,16.8,5.5873,93.86664,96.213306
2013-01-22,17.26142,5.5883,96.461993,98.873543
2013-01-23,17.50004,5.5525,97.168972,99.598196
2013-01-24,16.89596,5.5536,93.833403,96.179238
2013-01-25,17.40001,5.5119,95.907115,98.304793
2013-01-26,17.88,5.5119,98.552772,101.016591
2013-01-27,17.81821,5.5119,98.212192,100.667497
2013-01-28,18.72101,5.5356,103.632023,106.222824
2013-01-29,19.52538,5.517,107.721521,110.414559
2013-01-30,19.70001,5.4907,108.166845,110.871016
2013-01-31,20.41001,5.4871,111.991766,114.79156
2013-02-01,20.49897,5.4438,111.592293,114.3821
2013-02-02,19.63001,5.4438,106.861848,109.533394
2013-02-03,20.59,5.4438,112.087842,114.890038
2013-02-04,20.43005,5.4807,111.970975,114.770249
2013-02-05,20.60001,5.4768,112.822135,115.642688
2013-02-06,21.18,5.4916,116.312088,119.21989
2013-02-07,22.15,5.4887,121.574705,124.614073
2013-02-08,22.66,5.5264,125.228224,128.35893
2013-02-09,23.65,5.5264,130.69936,133.966844
2013-02-10,23.96975,5.5264,132.466426,135.778087
2013-02-11,24.65,5.5108,135.84122,139.23725
2013-02-12,25.16975,5.4971,138.360633,141.819649
2013-02-13,24.2,5.4681,132.32802,135.63622
2013-02-14,27.2205,5.523,150.338822,154.097293
2013-02-15,27.1,5.5493,150.38603,154.145681
2013-02-16,27.21584,5.5493,151.028861,154.804583
2013-02-17,26.8146,5.5493,148.80226,152.522316
2013-02-18,26.95,5.5475,149.505125,153.242753
2013-02-19,29.41759,5.5562,163.450014,167.536264
2013-02-20,29.64501,5.5396,164.221497,168.327034
2013-02-21,29.74768,5.6693,168.648522,172.864735
2013-02-22,30.24539,5.6628,171.273594,175.555434
2013-02-23,29.79999,5.6628,168.751383,172.970168
2013-02-24,29.88999,5.6628,169.261035,173.492561
2013-02-25,30.39999,5.613,170.635144,174.901023
2013-02-26,31.1,5.7043,177.40373,181.838823
2013-02-27,30.9012,5.7013,176.177012,180.581437
2013-02-28,33.38,5.7026,190.352788,195.111608
2013-03-01,34.5,5.7581,198.65445,203.620811
2013-03-02,34.25,5.7581,197.214925,202.145298
2013-03-03,34.49999,5.7581,198.654392,203.620752
2013-03-04,36.152,5.7242,206.941278,212.11481
2013-03-05,40.33,5.7081,230.207673,235.962865
2013-03-06,41.0201,5.6962,233.658694,239.500161
2013-03-07,41.99999,5.7006,239.425143,245.410772
2013-03-08,44.17999,5.6864,251.225095,257.505722
2013-03-09,46.85,5.6864,266.40784,273.068036
2013-03-10,46.0,5.6864,261.5744,268.11376
2013-03-11,48.39999,5.7246,277.070583,283.997348
2013-03-12,44.28994,5.7041,252.634247,258.950103
2013-03-13,46.92002,5.7338,269.030011,275.755761
2013-03-14,47.1696,5.8221,274.626128,281.491781
2013-03-15,46.95,5.7562,270.25359,277.00993
2013-03-16,47.00019,5.7562,270.542494,277.306056
2013-03-17,47.4,5.7562,272.84388,279.664977
2013-03-18,51.60001,5.8021,299.388418,306.873128
2013-03-19,59.14001,5.81,343.603458,352.193544
2013-03-20,64.4888,5.8285,375.872971,385.269795
2013-03-21,70.85,5.8466,414.23161,424.5874
2013-03-22,69.86501,5.8229,406.816967,416.987391
2013-03-23,64.35,5.8229,374.703615,384.071205
2013-03-24,71.5,5.8229,416.33735,426.745784
2013-03-25,73.6,5.8315,429.1984,439.92836
2013-03-26,78.5,5.8296,457.6236,469.06419
2013-03-27,88.92,5.8256,518.012352,530.962661
2013-03-28,86.18,5.8256,502.050208,514.601463
2013-03-29,90.5,5.8256,527.2168,540.39722
2013-03-30,92.19003,5.8256,537.062239,550.488795
2013-03-31,93.03001,5.8256,541.955626,555.504517
2013-04-01,104.0,5.8256,605.8624,621.00896
2013-04-02,117.98,5.8154,686.100892,703.253414
2013-04-03,135.0,5.8049,783.6615,803.253038
2013-04-04,132.12001,5.8114,767.802226,786.997282
2013-04-05,142.32356,5.7536,818.872835,839.344656
2013-04-06,142.63112,5.7536,820.642412,841.158472
2013-04-07,162.30102,5.7536,933.815149,957.160528
2013-04-08,187.5,5.7237,1073.19375,1100.023594
2013-04-09,230.0,5.7408,1320.384,1353.3936
2013-04-10,165.0,5.7359,946.4235,970.084087
2013-04-11,124.9,5.6994,711.85506,729.651436
2013-04-12,117.0,5.7325,670.7025,687.470062
2013-04-13,93.0,5.7325,533.1225,546.450562
2013-04-14,89.99999,5.7325,515.924943,528.823067
2013-04-15,82.38601,5.7339,472.393143,484.202972
2013-04-16,68.35568,5.7293,391.630197,401.420952
2013-04-17,93.07,5.7544,535.562008,548.951058
2013-04-18,109.01,5.816,634.00216,649.852214
2013-04-19,118.48,5.7922,686.259856,703.416352
2013-04-20,126.61552,5.7922,733.382415,751.716975
2013-04-21,119.2,5.7922,690.43024,707.690996
2013-04-22,127.39999,5.8365,743.570042,762.159293
2013-04-23,143.475,5.9103,847.980292,869.179799
2013-04-24,154.2,5.9034,910.30428,933.061887
2013-04-25,141.71002,5.8513,829.18784,849.917536
2013-04-26,136.90001,5.8631,802.658449,822.72491
2013-04-27,128.00011,5.8631,750.477445,769.239381
2013-04-28,134.44444,5.8631,788.261196,807.967726
2013-04-29,143.99991,5.8026,835.573878,856.463225
2013-04-30,139.2269,5.8197,810.25879,830.51526
2013-05-01,116.37999,5.8197,677.296628,694.229044
2013-05-02,106.25,5.7513,611.075625,626.352516
2013-05-03,98.1,5.8011,569.08791,583.315108
2013-05-04,112.9,5.8011,654.94419,671.317795
2013-05-05,115.98,5.8011,672.811578,689.631867
2013-05-06,112.25,5.8167,652.924575,669.247689
2013-05-07,109.60013,5.8286,638.815318,654.785701
2013-05-08,113.2,5.7792,654.20544,670.560576
2013-05-09,112.799,5.7792,651.887981,668.185181
2013-05-10,117.7,5.7946,682.02442,699.07503
2013-05-11,115.64,5.7946,670.087544,686.839733
2013-05-12,114.82002,5.7946,665.336088,681.96949
2013-05-13,117.97968,5.8067,685.072608,702.199423
2013-05-14,111.4,5.8107,647.31198,663.494779
2013-05-15,114.22,5.8625,669.61475,686.355119
2013-05-16,118.21,5.8464,691.102944,708.380518
2013-05-17,123.49997,5.8464,722.030225,740.080981
2013-05-18,123.211,5.8464,720.34079,738.34931
2013-05-19,122.5,5.8464,716.184,734.0886
2013-05-20,122.02,5.8464,713.377728,731.212171
2013-05-21,122.89001,5.8344,716.989474,734.914211
2013-05-22,123.8,5.7765,715.1307,733.008968
2013-05-23,126.3,5.8457,738.31191,756.769708
2013-05-24,133.1,5.8185,774.44235,793.803409
2013-05-25,131.986,5.8185,767.960541,787.159555
2013-05-26,133.5,5.8185,776.76975,796.188994
2013-05-27,129.76999,5.8335,757.013237,775.938568
2013-05-28,128.99996,5.8378,753.075966,771.902865
2013-05-29,132.25,5.8678,776.01655,795.416964
2013-05-30,128.79901,5.8861,758.123853,777.076949
2013-05-31,128.81505,5.8542,754.109066,772.961793
2013-06-01,129.3,5.8542,756.94806,775.871761
2013-06-02,122.5,5.8542,717.1395,735.067988
2013-06-03,120.73716,5.8403,705.141236,722.769767
2013-06-04,121.39997,5.8032,704.508306,722.121014
2013-06-05,121.90001,5.82,709.458058,727.194509
2013-06-06,118.9699,5.7791,687.538949,704.727423
2013-06-07,111.0,5.7545,638.7495,654.718238
2013-06-08,107.89242,5.7545,620.866931,636.388604
2013-06-09,100.43743,5.7545,577.967191,592.416371
2013-06-10,106.35001,5.7627,612.863203,628.184783
2013-06-11,109.0,5.7907,631.1863,646.965958
2013-06-12,108.77592,5.7731,627.974264,643.673621
2013-06-13,103.949,5.7657,599.338749,614.322218
2013-06-14,100.0,5.7434,574.34,588.6985
2013-06-15,99.8,5.7434,573.19132,587.521103
2013-06-16,99.9,5.7434,573.76566,588.109802
2013-06-17,101.95,5.7243,583.592385,598.182195
2013-06-18,107.34998,5.7526,617.541495,632.980032
2013-06-19,108.251,5.7262,619.866876,635.363548
2013-06-20,111.29,5.947,661.84163,678.387671
2013-06-21,109.5,6.0008,657.0876,673.51479
2013-06-22,108.2,6.0008,649.28656,665.518724
2013-06-23,107.90001,6.0008,647.48638,663.67354
2013-06-24,102.09,6.144,627.24096,642.921984
2013-06-25,103.32933,6.0758,627.808343,643.503552
2013-06-26,104.0,6.1018,634.5872,650.45188
2013-06-27,101.73678,6.0474,615.243003,630.624078
2013-06-28,94.66,6.0279,570.601014,584.866039
2013-06-29,94.999,6.0279,572.644472,586.960584
2013-06-30,97.51,6.0279,587.780529,602.475042
2013-07-01,88.05,6.0585,533.450925,546.787198
2013-07-02,90.40502,6.0844,550.060304,563.811812
2013-07-03,78.89,6.1235,483.082915,495.159988
2013-07-04,80.03565,6.1114,489.129871,501.358118
2013-07-05,68.50001,6.1729,422.843712,433.414805
2013-07-06,69.655,6.1729,429.97335,440.722684
2013-07-07,76.5,6.1729,472.22685,484.032521
2013-07-08,76.00003,6.1984,471.078586,482.855551
2013-07-09,76.7,6.1445,471.28315,483.065229
2013-07-10,88.0,6.1305,539.484,552.9711
2013-07-11,88.97901,6.0787,540.876708,554.398626
2013-07-12,93.98994,6.071,570.612926,584.878249
2013-07-13,98.32,6.071,596.90072,611.823238
2013-07-14,94.41986,6.071,573.22297,587.553544
2013-07-15,98.89028,6.0951,602.746146,617.8148
2013-07-16,97.1,6.0173,584.27983,598.886826
2013-07-17,98.50001,5.9969,590.69471,605.462078
2013-07-18,90.06889,5.9982,540.251216,553.757496
2013-07-19,92.0,5.9864,550.7488,564.51752
2013-07-20,89.82138,5.9864,537.706709,551.149377
2013-07-21,91.998,5.9864,550.736827,564.505248
2013-07-22,91.601,5.9418,544.274822,557.881693
2013-07-23,95.55851,5.9302,566.681076,580.848103
2013-07-24,95.08999,5.8769,558.834362,572.805221
2013-07-25,96.95,5.9275,574.671125,589.037903
2013-07-26,96.02015,5.9306,569.457102,583.69353
2013-07-27,94.4,5.9306,559.84864,573.844856
2013-07-28,98.78002,5.9306,585.824787,600.470407
2013-07-29,101.484,5.9235,601.140474,616.168986
2013-07-30,107.96,5.9259,639.760164,655.754168
2013-07-31,106.21188,5.925,629.305389,645.038024
2013-08-01,104.0,5.9191,615.5864,630.97606
2013-08-02,104.50102,5.9574,622.554377,638.118236
2013-08-03,104.95,5.9574,625.22913,640.859858
2013-08-04,105.12,5.9574,626.241888,641.897935
2013-08-05,106.72001,5.9252,632.337403,648.145838
2013-08-06,106.55641,5.9194,630.750013,646.518763
2013-08-07,105.98993,5.9372,629.283412,645.015497
2013-08-08,103.05,5.9012,608.11866,623.321626
2013-08-09,102.8,5.8454,600.90712,615.929798
2013-08-10,102.99999,5.8454,602.076142,617.128046
2013-08-11,105.0,5.8454,613.767,629.111175
2013-08-12,106.81349,5.8799,628.05264,643.753956
2013-08-13,109.6,5.8661,642.92456,658.997674
2013-08-14,112.56205,5.8997,664.082326,680.684384
2013-08-15,109.99497,5.8987,648.82733,665.048013
2013-08-16,108.99438,5.9232,645.595512,661.7354
2013-08-17,112.75,5.9232,667.8408,684.53682
2013-08-18,113.38,5.9232,671.572416,688.361726
2013-08-19,118.50203,5.9233,701.923074,719.471151
2013-08-20,121.20001,5.9633,722.75202,740.82082
2013-08-21,123.30002,6.0173,741.93321,760.48154
2013-08-22,121.99994,6.0966,743.784834,762.379455
2013-08-23,118.51002,6.0607,718.253678,736.21002
2013-08-24,119.60255,6.0607,724.875175,742.997054
2013-08-25,122.11102,6.0607,740.078259,758.580215
2013-08-26,120.07,6.0497,726.387479,744.547166
2013-08-27,131.295,6.0196,790.343382,810.101967
2013-08-28,128.76,6.0381,777.465756,796.9024
